,Unnamed: 0,place_name,price_aprox_usd,surface_covered_in_m2,price_usd_per_m2,rooms_compuesta,amenitie_balcon,amenitie_cochera,amenitie_parrilla,amenitie_pileta,amenitie_amoblado,estrenar,lat,lon,distsubte
0,7,Belgrano,138000.0,40.0,3066.666666666666,1.0,0,0,0,1,0,1,-34.5598729,-58.443362,0.010223190036802035
1,8,Belgrano,195000.0,60.0,3000.0,3.0,0,0,0,1,0,1,-34.5598729,-58.443362,0.010223190036802035
2,17,Palermo,350000.0,96.0,3365.384615384615,3.0,1,0,0,0,0,0,-34.580503566,-58.4058744847,0.00944339746240564
3,19,Palermo,270500.0,73.0,2292.372881355933,4.0,0,0,0,0,0,0,-34.590926,-58.4116653,0.002714419802377666
4,47,Caballito,110000.0,50.0,2200.0,3.0,1,0,0,0,0,0,-34.6222111,-58.43912829999999,0.002731476116792456
5,48,Caballito,170500.0,46.0,1705.0,2.0,0,0,0,0,0,0,-34.6238943143,-58.4468606529,0.0018239687459472478
6,49,Caballito,220410.0,75.0,2721.1111111111118,3.0,0,1,0,0,0,0,-34.6209278,-58.44587360000001,0.0038028110779877314
7,50,Caballito,222780.0,75.0,2750.3703703703704,3.0,0,1,0,0,0,0,-34.6209278,-58.44587360000001,0.0038028110779877314
8,54,Caballito,108000.0,67.0,1542.857142857143,3.0,1,0,0,0,0,0,-34.6287865,-58.42778320000001,0.002030996305196328
9,96,Belgrano,178000.0,55.0,3236.3636363636365,2.0,1,1,0,0,0,0,-34.5626966465,-58.4601567114,0.003687997021781839
10,140,Caballito,128000.0,51.0,2509.803921568628,2.0,1,1,0,0,0,0,-34.620725,-58.438704,0.0024942102968471603
11,179,Belgrano,240000.0,54.0,4210.526315789473,1.0,1,1,1,0,0,0,-34.5620844,-58.4566864,0.00029899479791194633
12,183,Belgrano,550000.0,150.0,3437.5,3.0,0,1,0,0,0,0,-34.5621457,-58.449657,0.004759745379188255
13,186,Belgrano,1100000.0,300.0,3548.3870967741937,4.0,1,1,0,1,0,0,-34.565318066,-58.44175186020001,0.005526358910152384
14,187,Belgrano,237895.0,53.0,3447.753623188406,2.0,0,1,0,1,0,0,-34.5652650561,-58.438232802,0.007996879478721236
15,188,Belgrano,237895.0,53.0,3447.753623188406,2.0,0,1,0,1,0,0,-34.5652650561,-58.438232802,0.007996879478721236
16,195,Belgrano,92600.0,33.0,2806.060606060606,1.0,0,1,0,1,0,0,-34.5640079,-58.45670429999999,0.001712384820034078
17,196,Caballito,445000.0,154.0,2816.455696202532,5.0,0,1,1,1,0,0,-34.610434999999995,-58.443029,0.010140647584440695
18,207,Palermo,147300.0,35.0,3776.9230769230767,1.0,1,0,1,0,0,1,-34.5888617,-58.41230720000001,0.0011903313445472555
19,219,Belgrano,340000.0,120.0,2656.25,4.0,1,1,0,0,0,0,-34.5620844,-58.4566864,0.00029899479791194633
20,222,Palermo,440000.0,175.0,2514.285714285714,3.0,1,1,1,0,0,0,-34.5664787494,-58.4340748222,0.00875011288320472
21,319,Caballito,70500.0,30.0,2350.0,3.0,1,1,1,0,0,0,-34.6173252463,-58.4492611885,0.006233971446555301
22,320,Caballito,64500.0,25.0,2303.5714285714284,1.0,1,0,0,0,0,1,-34.6064821857,-58.45840488050001,0.018311315459750566
23,325,Caballito,91000.0,37.0,2166.6666666666665,1.0,1,1,1,0,0,1,-34.609806299999995,-58.4547167,0.015004816605011358
24,327,Palermo,179000.0,61.0,2557.142857142857,2.0,1,0,0,0,0,1,-34.5902428799,-58.4364018732,0.00935259320589776
25,330,Caballito,355000.0,178.0,1775.0,5.0,1,1,0,0,0,0,-34.6040507,-58.4324956,0.0022492152538004257
26,361,Belgrano,520000.0,130.0,3466.666666666666,2.0,1,1,1,1,0,0,-34.57478820000001,-58.46376850000001,0.009625730317232913
27,384,Palermo,379900.0,175.0,2170.8571428571427,2.0,1,1,0,0,0,0,-34.584641,-58.411582,0.0036076303250839148
28,385,Palermo,95000.0,43.0,2209.3023255813955,2.0,0,0,0,0,0,0,-34.58489,-58.419,0.003056174023530383
29,391,Belgrano,117000.0,44.0,2659.090909090909,2.0,0,0,1,0,0,0,-34.562043,-58.461685,0.005202674279584567
30,469,Caballito,65500.0,25.0,2339.285714285714,1.0,1,0,0,0,0,1,-34.6209278,-58.44587360000001,0.0038028110779877314
31,478,Palermo,310000.0,100.0,2924.528301886793,2.0,1,1,0,0,0,0,-34.571149600000005,-58.4232966,0.007662870926739949
32,554,Palermo,155000.0,37.0,3604.6511627906975,1.0,1,0,0,1,0,1,-34.5927419,-58.406147,0.0015066409137144525
33,555,Palermo,245000.0,51.0,3266.666666666666,1.0,1,0,0,1,0,1,-34.5927419,-58.406147,0.0015066409137144525
34,648,Caballito,158000.0,62.0,2225.3521126760565,3.0,0,0,0,0,0,0,-34.6259473144,-58.4328219442,0.0022966311990207486
35,650,Belgrano,585000.0,185.0,1924.342105263158,3.0,1,1,1,0,0,0,-34.572860247,-58.4396162589,0.005153517817693746
36,651,Belgrano,585000.0,185.0,1924.342105263158,3.0,1,1,1,0,0,0,-34.572860247,-58.4396162589,0.005153517817693746
37,653,Palermo,465000.0,140.0,2924.528301886793,4.0,1,1,0,0,0,0,-34.5803723,-58.4143806,0.005036199489122319
38,654,Palermo,185000.0,33.0,5138.88888888889,2.0,1,1,0,0,0,0,-34.57154091,-58.4321322175,0.004640372361243116
39,705,Belgrano,360000.0,143.0,2448.9795918367345,3.0,0,0,0,0,0,0,-34.5499217064,-58.4508016024,0.012912843211153931
40,706,Belgrano,1450000.0,286.0,3131.7494600431964,4.0,0,1,0,0,0,0,-34.5639829756,-58.45013017300001,0.002994120309352242
41,766,Palermo,375000.0,137.0,2737.2262773722628,3.0,1,0,0,0,0,0,-34.589059000000006,-58.410881,0.0009197789588151952
42,933,Palermo,134000.0,30.0,3941.176470588234,1.0,0,1,0,1,0,0,-34.5810409,-58.40622140000001,0.008804299289902012
43,935,Palermo,1080000.0,191.0,5427.13567839196,3.0,1,1,0,1,0,0,-34.5731105,-58.4224486,0.006233651135332097
44,999,Belgrano,307650.0,84.0,3418.333333333333,3.0,0,1,1,1,0,0,-34.5606643,-58.44220870000001,0.009666133478353269
45,1000,Belgrano,385014.0,84.0,4277.933333333333,3.0,0,1,1,1,0,0,-34.5606643,-58.44220870000001,0.009666133478353269
46,1001,Belgrano,587895.0,120.0,4199.25,3.0,0,1,1,1,0,0,-34.5606643,-58.44220870000001,0.009666133478353269
47,1002,Belgrano,506468.0,100.0,4604.254545454545,3.0,0,1,1,1,0,0,-34.5606643,-58.44220870000001,0.009666133478353269
48,1022,Belgrano,438000.0,121.0,3369.230769230769,4.0,1,1,0,0,0,0,-34.571845399999994,-58.43273170000001,0.004039234451716078
49,1213,Caballito,95000.0,29.0,2375.0,1.0,1,0,1,1,0,1,-34.606658797600005,-58.4488776741,0.011919756036820139
50,1224,Caballito,245000.0,95.0,2378.6407766990287,4.0,1,1,0,0,0,0,-34.6184909411,-58.437848430600006,0.001435489808922402
51,1321,Palermo,102072.29,35.0,2916.351142857143,1.0,0,0,0,0,0,1,-34.573237498800005,-58.43896695340001,0.004404144095482878
52,1323,Palermo,96250.8,37.0,2601.372972972973,1.0,0,0,0,0,0,1,-34.5733788449,-58.4390098688,0.004382803138765424
53,1358,Belgrano,118526.0,42.0,2822.04761904762,1.0,0,0,0,1,0,0,-34.562708,-58.465375,0.007675364433765733
54,1359,Belgrano,119144.0,42.0,2836.761904761905,1.0,0,0,0,1,0,0,-34.562708,-58.465375,0.007675364433765733
55,1360,Belgrano,119761.0,42.0,2851.452380952381,1.0,0,0,0,1,0,0,-34.562708,-58.465375,0.007675364433765733
56,1361,Belgrano,120378.0,42.0,2866.142857142857,1.0,0,0,0,1,0,0,-34.562708,-58.465375,0.007675364433765733
57,1362,Belgrano,127710.0,40.0,3192.75,1.0,0,0,0,1,0,0,-34.562708,-58.465375,0.007675364433765733
58,1363,Belgrano,128393.0,40.0,3209.825,1.0,0,0,0,1,0,0,-34.562708,-58.465375,0.007675364433765733
59,1364,Belgrano,129076.0,40.0,3226.9,1.0,0,0,0,1,0,0,-34.562708,-58.465375,0.007675364433765733
60,1365,Belgrano,132437.0,40.0,3310.925,1.0,0,0,0,1,0,0,-34.562708,-58.465375,0.007675364433765733
61,1366,Belgrano,133130.0,40.0,3328.25,1.0,0,0,0,1,0,0,-34.562708,-58.465375,0.007675364433765733
62,1469,Caballito,70900.0,30.0,2215.625,1.0,0,1,0,0,0,0,-34.613614,-58.4626458,0.014338978838395786
63,1526,Caballito,109000.0,53.0,2056.603773584906,1.0,0,0,0,0,0,0,-34.60877228,-58.43046188,0.0065047928820452655
64,1589,Caballito,85000.0,40.0,2125.0,1.0,0,0,0,0,0,0,-34.61087036,-58.45410919,0.013786527812613332
65,1628,Palermo,439000.0,135.0,3251.851851851852,3.0,0,1,0,0,0,0,-34.58350372,-58.41336441,0.003072974451873703
66,1629,Palermo,439000.0,135.0,3251.851851851852,3.0,0,1,0,0,0,0,-34.58350372,-58.41336441,0.003072974451873703
67,1694,Belgrano,190000.0,89.0,2134.831460674157,2.0,1,0,0,0,0,0,-34.5711441,-58.44802856,0.0035458877710297016
68,1732,Belgrano,550000.0,140.0,3928.571428571429,3.0,1,0,0,0,0,0,-34.56225204,-58.44231796,0.00810833780352891
69,1734,Belgrano,124900.0,42.0,2973.809523809524,1.0,0,0,0,0,0,0,-34.5620842,-58.45668793,0.00030015625436690123
70,1863,Caballito,85733.0,39.0,2198.2820512820517,1.0,0,0,0,0,0,0,-34.61597443,-58.42552567,0.004048327128080089
71,1883,Palermo,245000.0,75.0,3266.666666666666,2.0,1,0,0,0,0,0,-34.58342361,-58.42360687,0.003140392503969308
72,1890,Palermo,155000.0,72.0,2152.777777777778,2.0,0,0,0,0,0,0,-34.584640500000006,-58.44459915,0.007677077239462671
73,2093,Belgrano,145000.0,40.0,3625.0,3.0,1,1,0,0,0,0,-34.56502151,-58.45690918,0.0027447543956296695
74,2183,Belgrano,72000.0,26.0,2769.230769230769,1.0,0,0,0,0,0,0,-34.54615402,-58.46242142,0.009487843920446158
75,2193,Caballito,70000.0,36.0,1944.4444444444448,3.0,1,0,1,1,0,0,-34.61987305,-58.46278763,0.009115496506026277
76,2211,Palermo,1100000.0,400.0,2750.0,3.0,1,1,1,1,0,0,-34.57500839,-58.42057037,0.006171183112612092
77,2305,Belgrano,279000.0,45.0,6200.0,3.0,0,0,0,0,0,0,-34.56622314,-58.43225098,0.009371645640752047
78,2309,Palermo,350000.0,74.0,4729.72972972973,2.0,0,1,0,0,0,0,-34.58178711,-58.41435242,0.0037307705192338616
79,2310,Palermo,350000.0,74.0,4729.72972972973,3.0,0,1,0,0,0,0,-34.58178711,-58.41435242,0.0037307705192338616
80,2368,Belgrano,430000.0,150.0,2866.666666666666,3.0,1,1,0,0,0,0,-34.55979156,-58.45554733,0.0026879244904760872
81,2642,Palermo,135000.0,70.0,1928.571428571429,2.0,0,0,0,0,0,0,-34.58887482,-58.42610931,0.008935672029539796
82,2748,Palermo,240000.0,64.0,3750.0,1.0,1,1,1,1,0,0,-34.58464813,-58.42425537,0.004453924119768376
83,3271,Palermo,98000.0,43.0,2279.069767441861,1.0,1,0,0,0,0,0,-34.59279633,-58.43243408,0.009437488023454526
84,3288,Palermo,155000.0,40.0,3875.0,1.0,1,0,1,0,0,0,-34.58863068,-58.40306091,0.005079011133015456
85,3431,Palermo,685000.0,140.0,4892.857142857143,3.0,0,1,0,0,0,0,-34.58077621,-58.41369247,0.004929808165584986
86,3502,Belgrano,269500.0,93.0,2897.8494623655915,2.0,1,1,0,0,0,0,-34.56840897,-58.45326233,0.0024707466946685443
87,3522,Caballito,70800.0,28.0,2528.5714285714284,1.0,1,0,0,0,0,1,-34.61829758,-58.44896698,0.005241109747407979
88,3571,Caballito,96000.0,40.0,2400.0,1.0,0,0,0,0,0,0,-34.61975479,-58.43701553,0.0015873477267854736
89,3657,Palermo,830000.0,230.0,3608.695652173913,3.0,1,0,0,0,0,0,-34.56623077,-58.43224716,0.009365482583172824
90,3658,Palermo,729000.0,200.0,3645.0,3.0,1,1,0,0,0,0,-34.56679535,-58.43128586,0.009174446961858441
91,3694,Palermo,729000.0,200.0,3645.0,3.0,1,1,0,0,0,0,-34.56679535,-58.43128586,0.009174446961858441
92,3703,Belgrano,830000.0,230.0,3608.695652173913,3.0,1,0,0,0,0,0,-34.56594849,-58.43284607,0.009480953282656126
93,3704,Belgrano,729000.0,200.0,3645.0,3.0,1,1,0,0,0,0,-34.56661987,-58.43175888,0.009156450861563194
94,3825,Palermo,155000.0,56.0,2767.857142857143,1.0,1,0,1,1,0,0,-34.57927704,-58.42899704,0.0033950279055662363
95,3935,Belgrano,239000.0,122.0,1810.6060606060605,3.0,1,0,0,0,0,0,-34.5673754305,-58.450069446,0.002360893939752238
96,3939,Palermo,130000.0,32.0,3611.111111111111,1.0,1,1,0,1,0,0,-34.571149600000005,-58.4232966,0.007662870926739949
97,3943,Belgrano,1200000.0,200.0,6000.0,4.0,1,1,0,1,0,0,-34.5519693,-58.4434368,0.016651565493212405
98,3951,Palermo,360000.0,87.0,3913.0434782608704,4.0,1,1,0,0,0,0,-34.5872575,-58.40886210000001,0.0026216961438879907
99,4097,Caballito,224500.0,94.0,1886.5546218487395,3.0,0,0,1,0,0,0,-34.6097156,-58.4433275,0.010903659253290978
100,4187,Caballito,270000.0,145.0,1687.5,3.0,1,0,0,0,0,0,-34.6209278,-58.44587360000001,0.0038028110779877314
101,4207,Palermo,1400000.0,270.0,4666.666666666667,3.0,1,1,0,1,0,0,-34.5855574,-58.4099159,0.0030132582111933007
102,4223,Caballito,168000.0,85.0,1976.470588235294,3.0,0,0,0,0,0,0,-34.6076183,-58.4468311,0.011165870564370713
103,4250,Caballito,127500.0,37.0,3445.945945945946,1.0,0,1,1,1,0,0,-34.62818,-58.429483,0.0029349019973080224
104,4251,Caballito,127500.0,37.0,3445.945945945946,1.0,0,1,1,1,0,0,-34.62818,-58.429483,0.0029349019973080224
105,4252,Caballito,128000.0,36.0,3555.555555555556,1.0,0,1,1,1,0,0,-34.62818,-58.429483,0.0029349019973080224
106,4253,Caballito,128000.0,36.0,3555.555555555556,1.0,0,1,1,1,0,0,-34.62818,-58.429483,0.0029349019973080224
107,4254,Caballito,90000.0,25.0,3600.0,1.0,0,1,1,1,0,0,-34.62818,-58.429483,0.0029349019973080224
108,4255,Caballito,123500.0,36.0,3430.555555555556,1.0,0,1,1,1,0,0,-34.62818,-58.429483,0.0029349019973080224
109,4256,Caballito,123500.0,36.0,3430.555555555556,1.0,0,1,1,1,0,0,-34.62818,-58.429483,0.0029349019973080224
110,4257,Caballito,124500.0,36.0,3458.333333333333,1.0,0,1,1,1,0,0,-34.62818,-58.429483,0.0029349019973080224
111,4258,Caballito,124500.0,36.0,3458.333333333333,1.0,0,1,1,1,0,0,-34.62818,-58.429483,0.0029349019973080224
112,4259,Caballito,87100.0,25.0,3484.0,1.0,0,1,1,1,0,0,-34.62818,-58.429483,0.0029349019973080224
113,4260,Caballito,163700.0,43.0,3806.976744186047,1.0,0,1,1,1,0,0,-34.62818,-58.429483,0.0029349019973080224
114,4293,Caballito,269000.0,115.0,2339.1304347826085,5.0,1,0,0,0,0,0,-34.620367,-58.438849,0.002328938627298954
115,4302,Palermo,121966.0,49.0,2489.1020408163267,1.0,1,1,0,1,0,0,-34.584129,-58.44293100000001,0.008896306859204985
116,4306,Belgrano,119689.0,53.0,2258.2830188679245,1.0,0,0,0,1,0,0,-34.5625693905,-58.46583264970001,0.007741043823789084
117,4326,Palermo,480000.0,143.0,2553.191489361701,5.0,1,1,1,0,0,0,-34.580299100000005,-58.4355947,0.005153609441043976
118,4507,Caballito,112000.0,48.0,2240.0,3.0,1,0,1,0,0,0,-34.6045148,-58.4611725,0.018374322532561178
119,4545,Palermo,175000.0,65.0,2692.3076923076924,3.0,0,0,0,0,0,0,-34.573725,-58.432487,0.0029147281087677224
120,4636,Belgrano,130000.0,40.0,3095.238095238096,1.0,0,0,0,0,0,1,-34.57115183760001,-58.4347782312,0.0040333959672377295
121,4643,Belgrano,96000.0,31.0,2909.090909090909,1.0,1,0,0,1,0,0,-34.5528283394,-58.4562092821,0.006780375267547245
122,4648,Belgrano,170000.0,47.0,3617.021276595745,2.0,1,1,0,0,0,0,-34.553283951,-58.451579474,0.010274134847802539
123,4681,Belgrano,1200000.0,434.0,2764.9769585253453,4.0,1,1,1,0,0,1,-34.558368,-58.454475,0.00442593547893248
124,4691,Palermo,370000.0,76.0,4868.421052631579,3.0,0,1,1,1,0,1,-34.576945,-58.430473,0.004872109291779134
125,4705,Caballito,229000.0,93.0,2462.3655913978496,4.0,1,0,0,1,0,0,-34.621272,-58.438318,0.0029881057081149556
126,4712,Belgrano,520000.0,149.0,2971.428571428572,4.0,1,1,0,0,0,0,-34.5653361,-58.450373,0.0019607420978631327
127,4833,Caballito,350000.0,97.0,1434.426229508197,2.0,0,0,1,0,0,0,-34.621814,-58.4399847,0.0018460096232594152
128,4862,Belgrano,84000.0,37.0,2270.2702702702704,2.0,0,0,0,1,0,0,-34.567433,-58.472395,0.013479574451199882
129,4867,Palermo,145600.0,49.0,2800.0,1.0,0,0,0,1,0,0,-34.598341600000005,-58.415985,0.006931049254616446
130,4868,Palermo,1600000.0,400.0,4000.0,3.0,1,0,0,1,0,0,-34.5766658,-58.402929500000006,0.012214625603755176
131,4869,Palermo,328000.0,52.0,6307.692307692309,1.0,1,1,0,0,0,1,-34.577423100000004,-58.4248123,0.0013439871580472253
132,5146,Palermo,81900.0,30.0,2340.0,1.0,1,0,0,0,0,0,-34.584200700000004,-58.42080479999999,0.002816805157185824
133,5182,Belgrano,98000.0,32.0,2800.0,1.0,0,0,0,1,0,1,-34.5620844,-58.4566864,0.00029899479791194633
134,5190,Palermo,338900.0,52.0,6517.307692307692,1.0,1,1,0,1,0,0,-34.577423100000004,-58.4248123,0.0013439871580472253
135,5191,Belgrano,98000.0,32.0,2648.648648648649,1.0,0,0,0,1,0,1,-34.5640079,-58.45670429999999,0.001712384820034078
136,5197,Belgrano,119000.0,34.0,3500.0,1.0,1,1,0,0,0,1,-34.5760033,-58.438976,0.004047426111889001
137,5207,Caballito,206000.0,65.0,2861.1111111111118,3.0,1,0,1,0,0,0,-34.6183324,-58.4506085,0.005554194708820885
138,5212,Palermo,720000.0,197.0,3654.8223350253807,4.0,1,1,0,0,0,0,-34.5741514,-58.4201495,0.007012375343245313
139,5387,Caballito,119000.0,57.0,2087.719298245614,2.0,1,1,1,1,0,0,-34.617356,-58.46135699999999,0.010405942351551973
140,5395,Palermo,160000.0,60.0,2666.6666666666665,3.0,1,0,0,0,0,0,-34.578952,-58.435099,0.0037746035954963394
141,5415,Palermo,525000.0,137.0,3595.890410958904,2.0,1,0,0,0,0,0,-34.5730769,-58.4190182,0.00856561814651366
142,5420,Palermo,445000.0,64.0,6544.117647058823,2.0,0,1,0,1,0,0,-34.580784200000004,-58.4073022,0.008454556399106984
143,5441,Belgrano,390000.0,110.0,3277.310924369748,4.0,1,1,0,0,0,0,-34.5620844,-58.4566864,0.00029899479791194633
144,5539,Caballito,280000.0,147.0,1944.4444444444448,3.0,0,0,0,0,0,0,-34.6162909,-58.42902579999999,0.0011844939962580856
145,5624,Belgrano,177000.0,68.0,2602.9411764705883,3.0,1,0,0,0,0,0,-34.563210835700005,-58.4571950554,0.0011451964521643667
146,5671,Belgrano,400000.0,148.0,2395.2095808383237,4.0,1,1,0,0,0,0,-34.5681975,-58.44442320000001,0.001831263807045977
147,5700,Caballito,85000.0,43.0,1976.744186046512,3.0,0,0,0,0,0,0,-34.604744399999994,-58.4399899,0.00578116271718087
148,5703,Belgrano,110000.0,30.0,3142.857142857143,1.0,1,1,1,1,0,0,-34.5620844,-58.4566864,0.00029899479791194633
149,5707,Caballito,185000.0,76.0,2434.2105263157896,4.0,1,0,0,0,0,0,-34.6208571674,-58.4311107216,0.005876519376932
150,5725,Belgrano,710000.0,213.0,3333.333333333333,3.0,1,1,0,0,0,0,-34.5602401,-58.4512373,0.005644685442572752
151,5736,Belgrano,114000.0,30.0,3257.142857142857,1.0,1,1,1,1,0,0,-34.57307481780001,-58.4401210771,0.0054822280286381635
152,5737,Belgrano,101000.0,30.0,2885.714285714286,1.0,1,1,1,1,0,0,-34.5733221738,-58.4401210771,0.0054343759263956225
153,5774,Caballito,204000.0,104.0,1961.5384615384608,3.0,0,0,0,0,0,0,-34.617321000000004,-58.439614,0.0033266867054722875
154,5776,Caballito,132900.0,60.0,2215.0,1.0,1,1,1,0,0,1,-34.617228000000004,-58.457265,0.009454908302715784
155,5788,Belgrano,95000.0,35.0,2714.285714285714,1.0,1,0,1,1,0,1,-34.575013,-58.472672,0.006430162547295893
156,5794,Belgrano,188000.0,53.0,3547.169811320755,2.0,1,1,0,1,0,0,-34.558753,-58.446029,0.009636058889374435
157,5801,Caballito,270000.0,111.0,2432.4324324324325,4.0,0,0,1,1,0,0,-34.60488400000001,-58.45822,0.016932104108953284
158,5806,Palermo,185000.0,67.0,2761.1940298507457,3.0,1,1,1,1,0,0,-34.594127,-58.441129,0.005027120024598714
159,5894,Belgrano,390000.0,120.0,2727.2727272727275,3.0,1,1,0,0,0,0,-34.5681351,-58.4569637,0.005205096824114189
160,5915,Palermo,215000.0,45.0,2756.4102564102564,2.0,1,0,1,1,0,0,-34.58972,-58.4219,0.00749457469821032
161,5927,Palermo,270000.0,100.0,2700.0,1.0,1,1,1,1,0,0,-34.5830022,-58.42195039999999,0.0017607968173248211
162,5948,Palermo,153000.0,89.0,1719.1011235955054,2.0,0,0,0,0,0,0,-34.60765670000001,-58.393565,0.001806887384329794
163,5970,Palermo,1420000.0,330.0,3008.4745762711864,4.0,1,1,1,1,0,0,-34.5762972,-58.4199965,0.005252785463944917
164,5995,Palermo,285000.0,71.0,3475.609756097561,3.0,0,0,0,0,0,0,-34.5933877,-58.4054051,0.002486242844538347
165,6006,Belgrano,89300.0,41.0,2178.048780487805,1.0,0,0,0,0,0,0,-34.576561,-58.471818000000006,0.0052769296384783905
166,6041,Belgrano,124900.0,58.0,2153.4482758620693,2.0,1,0,0,0,0,0,-34.56678400000001,-58.46874,0.012830402134626013
167,6124,Palermo,810000.0,195.0,3857.142857142857,4.0,0,1,0,1,0,0,-34.5739641,-58.4228531,0.0052955820756027654
168,6144,Caballito,98000.0,37.0,2333.333333333333,1.0,1,1,1,0,0,1,-34.609806299999995,-58.4547167,0.015004816605011358
169,6146,Caballito,150000.0,44.0,1456.3106796116504,2.0,1,1,1,0,0,1,-34.6096043308,-58.4546677319,0.015170248446679914
170,6156,Caballito,122000.0,48.0,1794.1176470588236,2.0,1,1,1,0,0,1,-34.6097985966,-58.4546677319,0.01499213198432296
171,6222,Palermo,460000.0,134.0,3432.8358208955224,4.0,1,1,0,0,0,0,-34.579747,-58.41301899999999,0.006154610654738311
172,6256,Belgrano,115000.0,34.0,3026.315789473684,1.0,1,0,1,0,0,0,-34.566927,-58.4540988307,0.002097671386474109
173,6264,Palermo,329000.0,69.0,3500.0,3.0,0,0,1,0,0,0,-34.5885405,-58.4245955,0.007898325207384734
174,6266,Caballito,116000.0,38.0,3052.631578947369,1.0,1,1,1,0,0,1,-34.61960870000001,-58.4297248,0.004408808049861341
175,6270,Caballito,106000.0,32.0,3312.5,1.0,1,1,1,0,0,1,-34.61960870000001,-58.4297248,0.004408808049861341
176,6275,Palermo,279000.0,82.0,3402.439024390244,3.0,1,1,0,0,0,0,-34.5757872,-58.4057973,0.013609292652507113
177,6278,Palermo,630000.0,170.0,3705.8823529411766,5.0,1,1,0,0,0,0,-34.5814532,-58.40320260000001,0.008482021805427146
178,6292,Belgrano,210000.0,48.0,3818.181818181818,2.0,1,0,0,0,0,0,-34.5620844,-58.4566864,0.00029899479791194633
179,6309,Belgrano,115000.0,46.0,2500.0,3.0,0,1,0,0,0,0,-34.5526638,-58.4523284,0.010481934427555552
180,6311,Palermo,220000.0,84.0,2444.444444444445,4.0,1,0,0,0,0,0,-34.5953899,-58.4248754,0.008704117481411379
181,6350,Palermo,297838.0,78.0,3588.409638554217,3.0,0,1,1,1,0,0,-34.583007,-58.420832,0.0016367960850522726
182,6351,Palermo,626893.0,141.0,3942.723270440252,4.0,0,1,1,1,0,0,-34.583007,-58.420832,0.0016367960850522726
183,6352,Palermo,248392.0,54.0,3942.73015873016,2.0,0,1,1,1,0,0,-34.583007,-58.420832,0.0016367960850522726
184,6353,Palermo,234592.0,55.0,3909.866666666667,2.0,0,1,1,1,0,0,-34.583007,-58.420832,0.0016367960850522726
185,6354,Palermo,325669.0,78.0,3923.7228915662654,3.0,0,1,1,1,0,0,-34.583007,-58.420832,0.0016367960850522726
186,6355,Palermo,559867.0,115.0,3942.725352112676,4.0,0,1,1,1,0,0,-34.583007,-58.420832,0.0016367960850522726
187,6356,Palermo,636297.0,141.0,4001.867924528302,4.0,0,1,1,1,0,0,-34.583007,-58.420832,0.0016367960850522726
188,6357,Palermo,252117.0,54.0,4001.857142857143,2.0,0,1,1,1,0,0,-34.583007,-58.420832,0.0016367960850522726
189,6358,Palermo,238111.0,55.0,3968.516666666667,2.0,0,1,1,1,0,0,-34.583007,-58.420832,0.0016367960850522726
190,6359,Palermo,330554.0,78.0,3982.578313253012,3.0,0,1,1,1,0,0,-34.583007,-58.420832,0.0016367960850522726
191,6360,Palermo,568265.0,115.0,4001.8661971830975,4.0,0,1,1,1,0,0,-34.583007,-58.420832,0.0016367960850522726
192,6361,Palermo,616000.0,120.0,3500.0,4.0,0,1,1,1,0,0,-34.583007,-58.420832,0.0016367960850522726
193,6464,Belgrano,108000.0,42.0,2571.428571428572,1.0,0,0,0,0,0,0,-34.559706,-58.462801,0.0040861446807591816
194,6508,Palermo,82200.0,39.0,2107.692307692308,1.0,1,1,1,0,0,0,-34.584294,-58.436469,0.009231099593621636
195,6509,Palermo,155489.0,77.0,2019.3376623376623,3.0,1,1,1,0,0,0,-34.584294,-58.436469,0.009231099593621636
196,6510,Palermo,480000.0,99.0,4848.484848484848,2.0,1,1,0,1,0,0,-34.573975,-58.431856,0.00337906857942411
197,6540,Belgrano,275000.0,67.0,3666.666666666666,2.0,0,1,1,1,0,0,-34.5606386,-58.4648223,0.005562459238193176
198,6546,Caballito,310000.0,72.0,4025.974025974026,3.0,1,1,0,1,0,1,-34.6036844,-58.3815591,0.0008455765429162823
199,6548,Caballito,102000.0,46.0,1888.888888888889,3.0,1,0,0,0,0,0,-34.6154989,-58.4637207,0.01318598212118673
200,6554,Caballito,102000.0,46.0,1888.888888888889,3.0,1,0,0,0,0,0,-34.6154989,-58.4637207,0.01318598212118673
201,6583,Palermo,182000.0,74.0,2275.0,4.0,1,0,0,0,0,0,-34.5793434,-58.4244159,0.0015897681390779602
202,6592,Palermo,210000.0,50.0,3333.333333333333,2.0,1,0,1,0,0,1,-34.581178,-58.4321911,0.0066303667303313045
203,6639,Palermo,120000.0,35.0,3000.0,2.0,0,0,0,0,0,0,-34.571149600000005,-58.4232966,0.007662870926739949
204,6662,Belgrano,365000.0,141.0,2253.0864197530864,4.0,1,1,0,0,0,0,-34.55725,-58.4565011,0.005059101147270096
205,6664,Caballito,156000.0,58.0,1544.5544554455444,2.0,1,1,1,0,0,1,-34.6097847666,-58.4546873388,0.015012676274383614
206,6665,Caballito,78000.0,32.0,2052.6315789473683,2.0,1,1,0,0,0,0,-34.6187075,-58.4407304,0.0017556307274293166
207,6742,Palermo,120000.0,44.0,2727.2727272727275,1.0,1,0,1,1,0,0,-34.586319,-58.438811,0.01029199326347838
208,6754,Palermo,170000.0,48.0,3541.666666666666,2.0,1,1,1,1,0,0,-34.582185,-58.44301700000001,0.010565935694080313
