,place_name,price_aprox_usd,surface_covered_in_m2,price_usd_per_m2,rooms_compuesta,amenitie_balcon,amenitie_cochera,amenitie_parrilla,amenitie_pileta,amenitie_amoblado,estrenar,lat,lon
44953,Palermo,420000.0,139.0,3021.5827338129498,3.0,0,1,0,0,0,0,-34.58493,-58.4109
44979,Palermo,260000.0,60.0,4333.333333333333,3.0,0,0,0,0,0,0,-34.5794629,-58.40822320000001
44980,Palermo,170000.0,40.0,3617.021276595745,3.0,0,1,0,0,0,0,-34.5802751,-58.42514820000001
44981,Palermo,190000.0,43.0,4418.604651162791,3.0,0,0,1,1,0,0,-34.5846843,-58.4166517
45006,Caballito,189000.0,57.0,3315.7894736842104,3.0,1,1,0,1,0,0,-34.6254804,-58.451668700000006
45007,Caballito,115500.0,40.0,2887.5,3.0,1,0,0,1,0,0,-34.6254804,-58.451668700000006
45022,Palermo,379000.0,155.0,2445.1612903225805,4.0,1,1,0,0,0,0,-34.577741,-58.425586
45040,Caballito,89500.0,45.0,1790.0,2.0,1,0,0,0,0,0,-34.6192646,-58.4420786
45086,Palermo,139000.0,45.0,1635.2941176470588,3.0,1,0,0,0,0,0,-34.5997184,-58.42064660000001
45143,Palermo,96200.0,33.0,2600.0,1.0,0,0,1,0,0,0,-34.585062,-58.44481210000001
45150,Palermo,1100000.0,251.0,4382.470119521912,3.0,1,1,0,0,0,0,-34.5801774,-58.405097700000006
45365,Caballito,189000.0,74.0,2392.4050632911394,4.0,1,1,1,1,0,0,-34.629495899999995,-58.4521091
45380,Belgrano,148000.0,39.0,3217.391304347826,1.0,0,0,1,1,0,0,-34.5684749783,-58.4439821818
45381,Palermo,100905.0,23.0,2967.7941176470586,1.0,1,0,0,1,0,0,-34.5780266587,-58.4360421534
45382,Palermo,153000.0,47.0,2732.142857142857,2.0,1,0,1,1,0,0,-34.5814525669,-58.4240531074
45409,Caballito,111000.0,51.0,2176.4705882352937,2.0,0,1,0,0,0,0,-34.6209278,-58.44587360000001
45427,Caballito,233000.0,86.0,2478.723404255319,3.0,1,0,0,0,0,0,-34.6209278,-58.44587360000001
45432,Belgrano,230000.0,77.0,2948.717948717949,3.0,0,0,0,0,0,0,-34.5554216604,-58.438384981000006
45442,Belgrano,420000.0,126.0,3043.478260869565,2.0,1,1,1,1,0,0,-34.5620844,-58.4566864
45450,Belgrano,175000.0,61.0,2868.852459016393,2.0,0,0,0,0,0,0,-34.566787,-58.46284300000001
45463,Palermo,830000.0,119.0,6102.941176470588,3.0,1,1,0,1,0,1,-34.571149600000005,-58.4232966
45466,Caballito,70000.0,36.0,1944.4444444444448,1.0,0,0,0,0,0,0,-34.6152964,-58.44676020000001
45477,Belgrano,200000.0,70.0,2564.102564102564,2.0,0,0,0,0,0,0,-34.56632860000001,-58.45850060000001
45482,Palermo,82500.0,25.0,3300.0,1.0,0,0,0,0,0,0,-34.5776691033,-58.4228674466
45503,Belgrano,950000.0,284.0,2363.1840796019897,6.0,1,1,1,0,0,0,-34.570746,-58.4407524
45507,Palermo,169000.0,55.0,2864.406779661017,2.0,1,0,0,1,0,1,-34.5907748,-58.4172864
45525,Belgrano,148000.0,50.0,2960.0,3.0,0,0,0,1,0,0,-34.562172,-58.4593817
45528,Caballito,78000.0,29.0,2437.5,1.0,1,0,0,0,0,0,-34.6154951,-58.4366201
45537,Palermo,260000.0,83.0,2888.888888888889,2.0,1,0,0,0,0,0,-34.5821798,-58.4060616
45545,Belgrano,148000.0,49.0,2846.1538461538453,2.0,1,0,0,0,0,0,-34.5624188,-58.4596553
45546,Palermo,720000.0,90.0,4114.285714285715,2.0,1,1,1,1,0,0,-34.5786305357,-58.4282223921
45547,Belgrano,500000.0,145.0,3378.3783783783783,3.0,0,0,0,0,0,0,-34.5669613563,-58.4420093523
45586,Palermo,300000.0,100.0,2678.5714285714284,2.0,1,0,0,0,0,0,-34.5840312661,-58.4064002545
45587,Belgrano,1400000.0,283.0,3043.478260869565,5.0,0,0,0,0,0,0,-34.5620844,-58.4566864
45591,Belgrano,350000.0,53.0,3571.428571428572,2.0,0,0,0,0,0,0,-34.5620844,-58.4566864
45594,Belgrano,370000.0,67.0,5000.0,3.0,0,0,0,0,0,0,-34.5620844,-58.4566864
45597,Palermo,340000.0,120.0,2833.333333333333,4.0,0,0,0,0,0,0,-34.5815381603,-58.4159151608
45599,Belgrano,185000.0,60.0,2642.857142857143,2.0,1,1,0,1,0,0,-34.5504792,-58.4681551
45605,Palermo,145000.0,45.0,2685.1851851851848,2.0,0,0,0,0,0,0,-34.571149600000005,-58.4232966
45609,Palermo,98656.79,34.0,2666.3997297297296,1.0,1,0,0,0,0,0,-34.571149600000005,-58.4232966
45624,Belgrano,840000.0,171.0,4640.883977900552,3.0,1,1,1,1,0,0,-34.5664346,-58.434099
45639,Caballito,369000.0,92.0,3727.272727272728,3.0,1,0,1,0,0,0,-34.627762100000005,-58.44840600000001
45641,Palermo,230000.0,79.0,2674.418604651163,4.0,1,0,0,0,0,0,-34.5911079,-58.4159214
45664,Palermo,255000.0,55.0,4180.327868852459,2.0,1,1,1,1,0,0,-34.571149600000005,-58.4232966
45665,Palermo,118000.0,38.0,2878.0487804878053,2.0,1,0,0,0,0,0,-34.58612417760001,-58.3987967534
45667,Palermo,245000.0,40.0,5444.444444444444,2.0,1,0,0,1,1,0,-34.5873984998,-58.422958638100006
45673,Caballito,130000.0,64.0,2031.25,3.0,0,0,0,0,0,0,-34.6264659322,-58.4537082921
45674,Belgrano,1500000.0,500.0,2459.016393442623,3.0,1,1,1,1,0,0,-34.5654417557,-58.4481677042
45682,Belgrano,324000.0,120.0,2700.0,4.0,1,0,0,0,0,0,-34.5561975,-58.4588207
45684,Caballito,105000.0,45.0,2187.5,2.0,1,0,0,0,0,0,-34.616682700000005,-58.4666466
45685,Belgrano,340000.0,125.0,2720.0,4.0,1,0,0,0,0,0,-34.55979779999999,-58.4600695
45686,Caballito,348000.0,120.0,2900.0,4.0,1,0,0,0,0,0,-34.6282576,-58.4355265
45687,Belgrano,350000.0,120.0,2916.666666666666,4.0,1,0,0,0,0,0,-34.5558059,-58.4605333
45695,Palermo,107680.65,34.0,2910.2878378378377,1.0,1,0,0,0,0,0,-34.571149600000005,-58.4232966
45696,Palermo,96536.83,19.0,1206.710375,1.0,0,0,0,0,0,0,-34.571149600000005,-58.4232966
45698,Belgrano,277900.0,82.0,2864.948453608248,3.0,0,1,0,0,0,0,-34.5550049,-58.46168760000001
45706,Palermo,115000.0,37.0,3108.108108108108,2.0,0,0,0,0,0,0,-34.5858423,-58.4202144
45741,Palermo,153000.0,66.0,2250.0,4.0,0,0,0,0,0,0,-34.586456,-58.4275543
45756,Belgrano,140095.0,41.0,3113.222222222222,1.0,0,1,0,1,0,0,-34.556833600000004,-58.459911700000006
45764,Belgrano,171049.0,43.0,3353.901960784314,2.0,0,1,0,1,0,0,-34.556833600000004,-58.459911700000006
45766,Belgrano,177958.0,43.0,3489.372549019608,2.0,0,1,0,1,0,0,-34.556833600000004,-58.459911700000006
45767,Belgrano,181517.0,43.0,3559.1568627450984,2.0,0,1,0,1,0,0,-34.556833600000004,-58.459911700000006
45768,Belgrano,151595.0,45.0,3158.229166666666,1.0,0,1,0,1,0,0,-34.556833600000004,-58.459911700000006
45769,Belgrano,157719.0,45.0,3285.8125,1.0,0,1,0,1,0,0,-34.556833600000004,-58.459911700000006
45770,Belgrano,144186.0,41.0,3516.731707317073,1.0,0,1,0,1,0,0,-34.556833600000004,-58.459911700000006
45772,Belgrano,164148.0,45.0,3647.733333333333,2.0,0,1,0,1,0,0,-34.556833600000004,-58.459911700000006
45779,Belgrano,250000.0,91.0,2747.2527472527468,3.0,1,0,1,0,0,0,-34.5673936,-58.44374570000001
45784,Belgrano,395000.0,136.0,2323.5294117647063,5.0,0,1,0,0,0,0,-34.5620844,-58.4566864
45789,Belgrano,150000.0,58.0,2419.3548387096776,3.0,1,0,0,0,0,0,-34.5620844,-58.4566864
45791,Palermo,185000.0,70.0,2642.857142857143,3.0,0,0,0,0,0,0,-34.571149600000005,-58.4232966
45793,Belgrano,112000.0,45.0,2488.8888888888887,2.0,1,0,0,0,0,0,-34.5645148,-58.4559038
45806,Belgrano,115000.0,34.0,2875.0,1.0,1,0,1,1,0,0,-34.557430700000005,-58.4532132
45821,Palermo,103000.0,28.0,3121.212121212121,1.0,1,0,1,1,0,0,-34.5796944059,-58.4247352074
45836,Belgrano,480000.0,129.0,3720.9302325581393,3.0,0,1,0,0,0,0,-34.563592,-58.4510509
45858,Belgrano,420000.0,109.0,3559.322033898305,4.0,1,0,0,0,0,0,-34.566984000000005,-58.448165
45859,Belgrano,228000.0,102.0,2072.7272727272725,2.0,1,0,0,0,0,0,-34.560588,-58.45820300000001
45868,Palermo,590649.0,141.0,3714.77358490566,4.0,0,1,1,1,0,0,-34.583007,-58.420832
45870,Palermo,519702.0,115.0,3659.87323943662,4.0,0,1,1,1,0,0,-34.583007,-58.420832
45871,Palermo,234031.0,54.0,3714.777777777778,2.0,0,1,1,1,0,0,-34.583007,-58.420832
45872,Palermo,221029.0,55.0,3683.816666666666,2.0,0,1,1,1,0,0,-34.583007,-58.420832
45908,Caballito,115000.0,53.0,2169.811320754717,3.0,0,0,0,0,0,0,-34.6202727,-58.434691
45925,Belgrano,780000.0,252.0,2617.44966442953,3.0,1,1,0,1,0,0,-34.5657491446,-58.4516809025
45990,Palermo,128000.0,43.0,2612.244897959184,3.0,0,0,0,0,0,0,-34.581573,-58.425936
46019,Belgrano,229000.0,65.0,2974.025974025974,3.0,1,0,0,0,0,0,-34.5681117535,-58.43357140689999
46054,Caballito,98500.0,45.0,2095.744680851064,2.0,0,0,0,0,0,0,-34.616682700000005,-58.4666466
46059,Palermo,87000.0,40.0,2175.0,2.0,0,0,0,0,0,0,-34.590213899999995,-58.4239348
46117,Palermo,149000.0,66.0,2098.5915492957747,3.0,0,0,0,0,0,0,-34.5897349,-58.4232113
46156,Belgrano,149000.0,66.0,2257.575757575757,3.0,1,0,0,0,0,0,-34.5760347,-58.4575272
46163,Belgrano,99000.0,37.0,2675.675675675676,3.0,0,0,0,0,0,0,-34.5643767702,-58.4582023323
46169,Belgrano,680000.0,353.0,1687.3449131513648,5.0,0,1,0,0,0,0,-34.5594583042,-58.45134492760001
46170,Belgrano,680000.0,353.0,1687.3449131513648,4.0,0,1,0,0,0,0,-34.5594583042,-58.45134492760001
46171,Belgrano,680000.0,353.0,1687.3449131513648,5.0,0,1,0,0,0,0,-34.5594583042,-58.45134492760001
46234,Caballito,180000.0,72.0,2045.4545454545453,3.0,0,1,1,0,0,0,-34.6172743,-58.4531615
46235,Caballito,120000.0,48.0,2264.1509433962265,2.0,1,1,0,1,0,0,-34.6272681,-58.4404348
46239,Palermo,128000.0,34.0,3282.0512820512818,1.0,1,0,1,1,0,0,-34.5785422,-58.4279649
46240,Palermo,128000.0,34.0,3282.0512820512818,1.0,1,0,1,1,0,0,-34.5785422,-58.4279649
46247,Belgrano,169000.0,54.0,2864.406779661017,2.0,0,1,1,1,0,0,-34.566968100000004,-58.47234079999999
46252,Belgrano,2490000.0,330.0,5790.697674418605,4.0,1,1,1,1,0,0,-34.5524839,-58.43957260000001
46262,Belgrano,565000.0,170.0,2797.0297029702974,3.0,1,0,0,0,0,0,-34.561837100000005,-58.4439353
46266,Palermo,90000.0,36.0,2500.0,2.0,0,0,0,0,0,0,-34.5831297,-58.4190997
46268,Belgrano,158000.0,54.0,2677.966101694916,2.0,1,0,0,0,0,0,-34.56067120000001,-58.461716
46271,Palermo,850000.0,226.0,3512.396694214876,3.0,0,1,0,0,0,0,-34.577070899999995,-58.4043123
46274,Palermo,575000.0,85.0,4791.666666666667,2.0,0,1,1,0,0,0,-34.56600529999999,-58.4391327
46303,Palermo,192000.0,67.0,2560.0,2.0,1,0,0,0,0,0,-34.5758736,-58.4338725
46330,Caballito,88000.0,43.0,2000.0,1.0,1,0,0,0,0,0,-34.6193698757,-58.42699181850001
46344,Palermo,310000.0,98.0,2980.769230769231,3.0,1,1,0,0,0,0,-34.5829091,-58.4117301
46348,Caballito,240000.0,85.0,2608.695652173913,3.0,1,1,0,0,0,0,-34.61909050000001,-58.4382675
46349,Caballito,180000.0,58.0,2950.8196721311474,3.0,1,0,0,0,0,0,-34.6198493,-58.4330609
46354,Palermo,270000.0,78.0,3292.682926829268,3.0,1,1,0,0,0,0,-34.587391600000004,-58.4125415
46359,Palermo,445000.0,124.0,3068.9655172413795,4.0,1,0,0,0,0,0,-34.5671607,-58.4331296
46360,Belgrano,220000.0,83.0,2417.5824175824177,3.0,1,0,0,0,0,0,-34.5616867,-58.45981389999999
46368,Palermo,340000.0,133.0,2411.347517730497,4.0,1,0,0,0,0,0,-34.586518100000006,-58.41386230000001
46374,Palermo,265000.0,92.0,2548.076923076923,3.0,1,1,0,0,0,0,-34.586389700000005,-58.4140654
46375,Belgrano,300000.0,128.0,2343.75,3.0,1,1,0,0,0,0,-34.575981,-58.4626291
46382,Caballito,115000.0,48.0,2211.538461538461,2.0,1,1,0,0,0,1,-34.617101299999995,-58.4608993
46383,Caballito,115000.0,48.0,2211.538461538461,2.0,1,1,0,0,0,1,-34.617101299999995,-58.4608993
46384,Caballito,118000.0,48.0,2269.230769230769,2.0,1,1,0,0,0,1,-34.617101299999995,-58.4608993
46385,Caballito,108000.0,43.0,2511.6279069767443,2.0,1,0,0,0,0,0,-34.604957500000005,-58.45394029999999
46406,Caballito,240000.0,58.0,2727.2727272727275,2.0,1,1,0,0,0,0,-34.628926,-58.437079
46407,Caballito,74000.0,42.0,1761.904761904762,2.0,0,0,0,0,0,0,-34.6285036,-58.4271703
46410,Palermo,780000.0,150.0,3120.0,4.0,0,1,1,1,0,0,-34.5790544,-58.4382625
46416,Caballito,110000.0,46.0,2391.304347826087,3.0,1,0,0,0,0,0,-34.629642577,-58.444352068
46455,Palermo,120000.0,35.0,3157.894736842105,1.0,1,0,1,0,0,1,-34.5972652,-58.413105
46456,Palermo,130000.0,35.0,3421.052631578948,1.0,1,0,1,0,0,1,-34.5972652,-58.413105
46489,Palermo,134900.0,34.0,2043.939393939394,1.0,1,0,0,0,0,0,-34.5844884,-58.442529500000006
46490,Palermo,109900.0,32.0,3052.777777777778,2.0,1,0,0,0,0,0,-34.5967135,-58.4155199
46736,Belgrano,185000.0,70.0,2642.8571428571427,2.0,1,1,0,1,0,0,-34.550521,-58.468187
46755,Belgrano,770000.0,300.0,2566.6666666666665,6.0,1,1,0,1,0,0,-34.565984,-58.451815
46776,Belgrano,325000.0,92.0,3532.608695652174,3.0,1,1,1,1,0,1,-34.5607308373,-58.4519918768
46777,Palermo,445000.0,165.0,2696.969696969697,3.0,1,1,0,0,0,0,-34.566266,-58.437181
46778,Palermo,119301.0,43.0,2774.4418604651164,2.0,0,1,0,1,0,0,-34.58563,-58.440957
46779,Palermo,148665.0,56.0,2654.7321428571427,2.0,0,1,0,1,0,0,-34.58563,-58.440957
46780,Palermo,196392.0,74.0,2653.945945945946,2.0,0,1,0,1,0,0,-34.58563,-58.440957
46781,Belgrano,195000.0,52.0,3750.0,2.0,1,0,1,1,0,1,-34.5607308373,-58.4519918768
46782,Palermo,94000.0,34.0,2764.705882352941,2.0,0,0,0,0,0,0,-34.5840498339,-58.4380695635
46823,Palermo,89500.0,37.0,2418.9189189189187,2.0,0,0,0,0,0,0,-34.586199,-58.419439
46892,Palermo,159000.0,46.0,3456.521739130435,2.0,1,1,1,0,0,0,-34.580005,-58.43159300000001
46991,Belgrano,390000.0,90.0,4333.333333333333,2.0,0,1,1,1,0,0,-34.554497999999995,-58.437996
47000,Belgrano,390000.0,90.0,4333.333333333333,2.0,0,1,1,1,0,0,-34.554497999999995,-58.437996
47048,Palermo,540000.0,212.0,2547.169811320755,4.0,0,0,0,0,0,0,-34.583506,-58.414976
47056,Belgrano,277000.0,68.0,4073.529411764706,2.0,1,1,0,1,0,0,-34.553714,-58.449497
47179,Palermo,155000.0,46.0,3100.0,2.0,0,0,1,1,0,0,-34.5727051,-58.4396947
47181,Palermo,140000.0,41.0,3181.818181818182,1.0,0,0,0,0,0,0,-34.5833962,-58.433728
47197,Belgrano,430000.0,127.0,3385.826771653544,4.0,1,1,1,0,0,0,-34.570618,-58.448655
47239,Palermo,155800.0,71.0,2194.3661971830984,2.0,0,1,0,0,0,0,-34.587256,-58.428125
47245,Palermo,175000.0,68.0,2573.5294117647063,2.0,0,0,0,0,0,0,-34.571149600000005,-58.4232966
47250,Belgrano,227000.0,78.0,2768.292682926829,2.0,0,0,0,0,0,0,-34.5633311,-58.463782
47297,Palermo,780000.0,116.0,5735.29411764706,2.0,0,1,1,1,0,0,-34.571149600000005,-58.4232966
47301,Caballito,214000.0,95.0,2252.6315789473683,3.0,0,0,0,0,0,0,-34.6179709,-58.4357922
47318,Belgrano,175000.0,61.0,2868.852459016393,3.0,1,0,0,0,0,0,-34.566248,-58.4630061
47334,Palermo,820000.0,140.0,4712.64367816092,3.0,1,0,0,0,0,0,-34.571149600000005,-58.4232966
47342,Palermo,129500.0,37.0,3500.0,2.0,0,0,0,0,0,0,-34.5932995904,-58.4139720665
47347,Belgrano,890000.0,265.0,2966.666666666666,5.0,0,0,0,1,0,0,-34.5612249,-58.4517687
47357,Palermo,420000.0,70.0,6000.0,3.0,1,1,0,1,0,0,-34.5802441,-58.4072618
47421,Palermo,255000.0,95.0,2684.2105263157896,3.0,0,0,0,0,0,0,-34.591454,-58.412238
47429,Palermo,167800.0,68.0,2467.6470588235293,3.0,1,0,0,0,0,0,-34.588573,-58.436185
47433,Caballito,185000.0,64.0,2890.625,3.0,1,1,0,0,0,0,-34.618711,-58.450398
47444,Palermo,225000.0,63.0,3571.428571428572,3.0,1,0,1,1,0,0,-34.577483,-58.424614
47495,Belgrano,300000.0,70.0,4285.714285714285,2.0,0,1,0,1,0,0,-34.552301,-58.457724
47507,Palermo,120000.0,30.0,3636.363636363637,1.0,0,0,1,1,0,0,-34.5978339,-58.41179399999999
47591,Caballito,148000.0,49.0,3020.408163265306,2.0,1,0,1,0,0,1,-34.624091,-58.44668299999999
47596,Palermo,218000.0,76.0,2868.4210526315787,2.0,0,1,0,0,0,0,-34.566357,-58.4364809
47610,Caballito,69000.0,30.0,2300.0,2.0,1,0,0,0,0,0,-34.619171,-58.44149399999999
47619,Caballito,67500.0,31.0,2177.4193548387098,1.0,1,1,1,0,0,1,-34.617228000000004,-58.457265
47642,Palermo,131000.0,50.0,2620.0,2.0,1,1,0,1,0,1,-34.584918,-58.441812
47644,Palermo,340000.0,52.0,6538.461538461538,2.0,1,1,1,1,0,0,-34.587178,-58.409441
47645,Palermo,163000.0,53.0,3075.471698113208,2.0,1,0,0,0,0,0,-34.592113,-58.41412
47656,Belgrano,329000.0,115.0,2860.8695652173915,3.0,1,1,0,0,0,0,-34.559578,-58.45594499999999
47661,Caballito,92000.0,36.0,2555.555555555556,2.0,0,0,0,0,0,0,-34.614562,-58.427868
47662,Caballito,199000.0,85.0,2341.176470588235,4.0,1,0,0,0,0,0,-34.616875,-58.43276
47689,Belgrano,110000.0,38.0,2619.04761904762,3.0,1,0,0,0,0,0,-34.57227520000001,-58.4409358
47752,Palermo,145000.0,35.0,4142.857142857143,1.0,1,0,0,0,0,0,-34.57732702,-58.43823195
47787,Belgrano,167000.0,67.0,2492.537313432836,2.0,1,1,1,1,0,0,-34.5570783,-58.46239328
47812,Palermo,125000.0,31.0,3472.222222222222,1.0,1,1,1,1,0,1,-34.6003867,-58.4205813
47815,Belgrano,735000.0,374.0,1965.24064171123,6.0,1,1,0,0,0,0,-34.572617,-58.460904000000006
47834,Palermo,690000.0,223.0,2233.009708737864,5.0,0,1,1,1,0,0,-34.5824106,-58.406848
47848,Palermo,239000.0,77.0,3103.896103896104,3.0,0,1,0,0,0,1,-34.57451,-58.43431999999999
47859,Belgrano,860000.0,224.0,3839.285714285714,4.0,1,1,0,0,0,0,-34.5655569,-58.4334063
47936,Belgrano,149000.0,45.0,2921.5686274509803,1.0,1,0,1,1,0,0,-34.5549949,-58.4598859
48035,Belgrano,440000.0,119.0,2458.100558659217,3.0,0,1,1,1,0,0,-34.56687927,-58.45378876
48067,Palermo,695000.0,174.0,3601.036269430052,4.0,1,1,0,0,0,0,-34.578518,-58.40489399999999
48092,Palermo,350000.0,88.0,2916.666666666666,3.0,0,0,0,0,0,0,-34.582067200000004,-58.4054446
48098,Palermo,160000.0,49.0,3018.867924528302,1.0,1,1,1,0,0,0,-34.5977942,-58.41894620000001
48103,Caballito,95000.0,45.0,1979.166666666667,2.0,1,0,1,0,0,0,-34.6024274,-58.4516206
48135,Palermo,325000.0,126.0,2579.3650793650795,4.0,1,0,0,0,0,0,-34.5845134,-58.416645
48139,Palermo,479000.0,116.0,3548.1481481481487,3.0,0,1,0,0,0,0,-34.5815531,-58.41482360000001
48214,Belgrano,490000.0,163.0,2737.430167597765,4.0,1,1,0,0,0,0,-34.56392460000001,-58.4408039
48224,Caballito,129000.0,38.0,1925.3731343283584,1.0,1,0,0,0,0,0,-34.603771,-58.381587
48228,Belgrano,220000.0,54.0,3606.55737704918,3.0,1,1,0,0,0,0,-34.5600127,-58.4529604
48235,Caballito,106000.0,36.0,868.8524590163935,1.0,0,0,0,0,0,0,-34.6094025,-58.4262589
48276,Caballito,95000.0,48.0,1862.745098039216,2.0,0,0,0,0,0,0,-34.6227989,-58.4383793
48302,Belgrano,890000.0,265.0,2966.666666666666,5.0,0,0,0,1,0,0,-34.5620844,-58.4566864
48303,Belgrano,890000.0,265.0,2966.666666666666,5.0,0,0,0,1,0,0,-34.5620844,-58.4566864
48321,Caballito,292000.0,100.0,2474.576271186441,4.0,1,1,1,0,0,0,-34.6275055,-58.4472654
48325,Caballito,72000.0,27.0,2400.0,1.0,1,0,0,0,0,0,-34.6209278,-58.44587360000001
48330,Belgrano,138000.0,34.0,3729.7297297297296,2.0,0,1,0,0,0,1,-34.573615999999994,-58.43252560000001
48336,Belgrano,175000.0,50.0,3125.0,2.0,1,0,1,0,0,0,-34.5494439,-58.4558051
48357,Caballito,175000.0,68.0,2573.529411764706,2.0,1,0,1,1,0,0,-34.628640000000004,-58.443185
48422,Caballito,230600.0,87.0,2196.190476190476,3.0,0,1,1,1,0,0,-34.6079026725,-58.4496721943
48423,Caballito,210000.0,74.0,2019.2307692307693,3.0,0,1,1,1,0,0,-34.6079026725,-58.4496721943
48425,Caballito,173000.0,80.0,2162.5,3.0,1,0,0,0,0,0,-34.619278,-58.437896
48427,Palermo,166000.0,57.0,2912.280701754386,2.0,1,1,1,0,0,1,-34.577459999999995,-58.432277
48428,Palermo,268000.0,90.0,2977.777777777778,3.0,0,1,0,1,0,0,-34.584871,-58.414712
48450,Palermo,350000.0,110.0,3181.818181818182,3.0,1,1,0,0,0,0,-34.5887745,-58.4252602
48451,Belgrano,179900.0,67.0,2685.074626865672,3.0,0,0,0,0,0,0,-34.555847,-58.44809100000001
48459,Palermo,114500.0,36.0,3180.555555555556,1.0,1,0,1,1,0,1,-34.5851,-58.44142900000001
48598,Palermo,495800.0,112.0,4426.785714285715,2.0,1,1,0,0,0,0,-34.590259,-58.414242
48675,Caballito,270000.0,82.0,2389.3805309734507,3.0,0,1,1,1,0,0,-34.6079026725,-58.4496721943
48676,Caballito,238100.0,61.0,2705.681818181818,2.0,0,1,1,1,0,0,-34.6079026725,-58.4496721943
48677,Caballito,245000.0,62.0,2784.090909090909,3.0,0,1,1,1,0,0,-34.6079026725,-58.4496721943
48716,Belgrano,84000.0,34.0,2470.5882352941176,3.0,1,0,0,0,0,0,-34.5636445,-58.4653871
48781,Palermo,116030.28,35.0,3053.428421052632,1.0,0,0,0,0,0,0,-34.581787299999995,-58.4224832
48782,Palermo,118499.03,44.0,2576.065869565217,1.0,0,0,0,0,0,0,-34.581787299999995,-58.4224832
48783,Palermo,120249.01,37.0,3249.973243243243,1.0,0,0,0,0,0,0,-34.581787299999995,-58.4224832
48784,Palermo,128373.96,35.0,3378.262105263158,1.0,0,0,0,0,0,0,-34.581787299999995,-58.4224832
48786,Palermo,1200000.0,227.0,5286.343612334802,4.0,0,1,0,1,0,0,-34.587551399999995,-58.4090448
48788,Palermo,400000.0,73.0,5128.205128205128,3.0,0,1,0,0,0,0,-34.5867319535,-58.4099070126
48833,Belgrano,378000.0,111.0,3258.620689655173,2.0,1,1,0,1,0,0,-34.5643462124,-58.45419731
48839,Caballito,175000.0,62.0,2822.5806451612902,2.0,1,0,1,1,0,0,-34.6209278,-58.44587360000001
48841,Caballito,285000.0,90.0,3166.666666666666,3.0,1,1,1,1,0,0,-34.6124324,-58.4439199
48842,Caballito,149900.0,61.0,2204.4117647058824,2.0,1,1,0,0,0,0,-34.6209278,-58.44587360000001
48863,Caballito,480000.0,160.0,2823.529411764706,4.0,1,1,0,0,0,0,-34.6226203,-58.43009710000001
48864,Caballito,148000.0,56.0,2642.857142857143,3.0,0,0,0,0,0,0,-34.6221674,-58.4336686
48865,Caballito,275000.0,142.0,1833.333333333333,4.0,1,0,0,0,0,0,-34.6161865,-58.4374716
48872,Caballito,165000.0,47.0,3510.638297872341,2.0,1,0,1,1,0,0,-34.6209278,-58.44587360000001
48878,Caballito,70000.0,32.0,2187.5,2.0,0,0,0,0,0,0,-34.6209278,-58.44587360000001
48882,Belgrano,600000.0,280.0,2142.8571428571427,3.0,1,0,0,0,0,0,-34.5620844,-58.4566864
48890,Palermo,107680.65,33.0,2910.2878378378377,1.0,0,0,0,0,0,0,-34.573099600000006,-58.43891429999999
48909,Belgrano,850000.0,160.0,5312.5,3.0,1,1,0,1,0,0,-34.562119200000005,-58.4429267
48951,Caballito,240000.0,108.0,2181.818181818182,4.0,1,0,0,0,0,0,-34.623223100000004,-58.448433
48958,Belgrano,125000.0,41.0,2777.777777777778,1.0,0,1,0,1,0,0,-34.5636145885,-58.4568189762
48966,Belgrano,870000.0,147.0,5918.367346938776,2.0,1,1,0,1,0,0,-34.5620844,-58.4566864
49073,Palermo,210000.0,67.0,2727.2727272727275,3.0,1,1,0,0,0,0,-34.583652,-58.425732
49083,Palermo,173000.0,48.0,3604.1666666666665,1.0,1,1,1,1,0,1,-34.571572,-58.431867
49084,Palermo,310000.0,76.0,4078.947368421053,2.0,1,1,1,1,0,1,-34.572515,-58.431511
49086,Caballito,149900.0,68.0,2204.4117647058824,2.0,1,1,0,0,0,0,-34.630176,-58.452002
49088,Palermo,265000.0,115.0,2304.3478260869565,2.0,1,0,0,1,0,0,-34.571753,-58.42943399999999
49093,Caballito,209900.0,62.0,3086.7647058823527,2.0,1,1,1,0,0,0,-34.6247557,-58.4383559
49108,Caballito,255000.0,149.0,1711.4093959731545,3.0,1,1,0,0,0,0,-34.620807,-58.440519
49129,Palermo,270000.0,48.0,5625.0,2.0,1,1,1,1,0,0,-34.585171,-58.42355500000001
49132,Caballito,450000.0,136.0,3308.823529411765,4.0,1,1,1,0,0,0,-34.62621,-58.44951500000001
49170,Caballito,250000.0,107.0,2136.7521367521367,3.0,0,1,0,0,0,0,-34.6078564,-58.4455699
49194,Belgrano,300000.0,127.0,2013.4228187919464,4.0,1,1,0,0,0,0,-34.56899779999999,-58.44634
49218,Caballito,182000.0,75.0,2275.0,4.0,0,1,0,0,0,0,-34.613161700000006,-58.43013070000001
49301,Caballito,91000.0,45.0,2022.2222222222224,2.0,0,0,0,0,0,0,-34.623261,-58.437964
49311,Belgrano,275000.0,94.0,2925.531914893617,2.0,0,1,0,0,0,0,-34.561246000000004,-58.4534908
49313,Caballito,138000.0,57.0,2421.0526315789475,2.0,0,0,1,0,0,0,-34.621919,-58.454273
49322,Palermo,410000.0,130.0,3153.8461538461547,3.0,0,1,0,0,0,0,-34.5855660282,-58.4120098645
