,place_name,price_aprox_usd,surface_covered_in_m2,price_usd_per_m2,rooms_compuesta,amenitie_balcon,amenitie_cochera,amenitie_parrilla,amenitie_pileta,amenitie_amoblado,estrenar,lat,lon
22598,Caballito,245000.0,92.0,2525.7731958762893,4.0,0,0,0,0,0,0,-34.6176119,-58.430912
22601,Palermo,250000.0,64.0,3378.3783783783783,3.0,1,0,0,0,0,0,-34.5813101,-58.4106973
22606,Caballito,280000.0,97.0,2745.098039215686,3.0,0,1,0,0,0,0,-34.624861899,-58.449526757700006
22609,Palermo,98000.0,32.0,3062.5,1.0,1,0,0,0,0,0,-34.5818789,-58.40750920000001
22611,Caballito,240000.0,91.0,2400.0,4.0,1,0,0,0,0,0,-34.623068100000005,-58.4412517
22612,Belgrano,520000.0,246.0,1656.0509554140128,4.0,1,1,0,0,0,0,-34.5716073,-58.44163810000001
22614,Caballito,495000.0,206.0,2270.6422018348626,5.0,0,1,0,0,0,0,-34.6155599,-58.429927
22634,Belgrano,249500.0,63.0,2626.315789473684,3.0,0,0,1,1,0,0,-34.5655446,-58.47291720000001
22675,Belgrano,269000.0,67.0,3635.135135135135,3.0,1,1,1,1,0,0,-34.572986799999995,-58.4380827
22684,Palermo,238000.0,49.0,4576.923076923077,2.0,0,1,1,1,0,1,-34.585080600000005,-58.42367760000001
22714,Palermo,188760.0,48.0,2550.810810810811,3.0,1,1,1,0,0,0,-34.5804119,-58.4295334
22715,Palermo,226050.0,66.0,3054.7297297297296,3.0,1,1,1,0,0,0,-34.5804119,-58.4295334
22716,Palermo,236060.0,66.0,3190.0,3.0,1,1,1,0,0,0,-34.5804119,-58.4295334
22717,Palermo,199100.0,45.0,2262.5,3.0,1,1,1,0,0,0,-34.5804119,-58.4295334
22724,Palermo,84000.0,35.0,2400.0,3.0,0,0,0,0,0,0,-34.5797069,-58.4284256
22727,Caballito,87000.0,30.0,2636.3636363636365,3.0,1,0,1,1,0,0,-34.6133409,-58.4309791
22729,Palermo,260000.0,96.0,2708.333333333333,2.0,0,0,0,0,0,0,-34.5826168,-58.4221986
22730,Palermo,139000.0,54.0,2278.688524590164,3.0,0,0,1,0,0,0,-34.5822122,-58.435922
22742,Belgrano,234000.0,76.0,3078.9473684210525,3.0,1,0,0,0,0,0,-34.563157000000004,-58.467865
22749,Belgrano,270000.0,71.0,3802.8169014084506,4.0,1,1,0,0,0,0,-34.563119,-58.44636600000001
22776,Palermo,163500.0,52.0,3144.230769230769,1.0,1,0,1,1,0,1,-34.58795300000001,-58.414446
22780,Palermo,145000.0,66.0,2196.969696969697,4.0,0,0,0,0,0,0,-34.582711,-58.42441899999999
22816,Belgrano,395000.0,125.0,2598.684210526316,3.0,1,0,0,0,0,0,-34.564911655900005,-58.4452709184
22826,Caballito,128000.0,50.0,1163.6363636363635,3.0,0,0,0,0,0,0,-34.6410241,-58.4311384
22863,Palermo,178047.39,67.0,2657.423731343284,2.0,0,1,1,1,0,0,-34.585648,-58.441923
22864,Palermo,197927.2,72.0,2748.988888888889,2.0,0,1,1,1,0,0,-34.585648,-58.441923
22865,Palermo,185747.67,67.0,2772.3532835820897,2.0,0,1,1,1,0,0,-34.585648,-58.441923
22866,Palermo,152928.01,55.0,2780.5092727272727,2.0,0,1,1,1,0,0,-34.585648,-58.441923
22867,Palermo,178503.57,65.0,2746.208769230769,2.0,0,1,1,1,0,0,-34.585648,-58.441923
22891,Palermo,158000.0,64.0,2468.75,1.0,0,0,0,0,0,0,-34.594719,-58.414221
22907,Palermo,295000.0,130.0,2269.230769230769,4.0,1,0,0,0,0,0,-34.579732,-58.424525
22931,Belgrano,169900.0,91.0,1665.686274509804,3.0,1,0,1,0,0,0,-34.56037120000001,-58.45846579999999
22936,Belgrano,124000.0,32.0,3351.351351351351,1.0,1,1,0,0,0,1,-34.56109420000001,-58.4659228
23072,Belgrano,305000.0,90.0,3388.8888888888887,4.0,0,1,0,0,0,0,-34.564139000000004,-58.465229
23133,Palermo,175000.0,65.0,2536.231884057971,3.0,0,0,0,0,0,0,-34.595813799999995,-58.4308208
23147,Caballito,150000.0,70.0,1923.0769230769224,3.0,1,0,0,0,0,0,-34.6222702,-58.42917679999999
23149,Belgrano,140000.0,44.0,2978.723404255319,1.0,1,0,0,0,0,0,-34.5548125,-58.4396754
23187,Palermo,488000.0,207.0,2357.487922705314,6.0,1,0,0,0,0,0,-34.589729,-58.408427
23327,Palermo,95000.0,32.0,2968.75,1.0,1,0,1,1,0,0,-34.571149600000005,-58.4232966
23345,Belgrano,210000.0,41.0,2500.0,1.0,1,0,0,0,0,0,-34.5620844,-58.4566864
23348,Palermo,95000.0,37.0,2261.904761904762,1.0,1,0,0,0,0,1,-34.598917799999995,-58.4203399
23361,Belgrano,177000.0,60.0,2565.217391304348,3.0,1,0,0,0,0,0,-34.5620912,-58.4580296
23377,Palermo,550000.0,180.0,3055.555555555556,3.0,1,1,0,0,0,0,-34.5832071,-58.4188053
23382,Palermo,255000.0,90.0,2771.7391304347825,3.0,0,1,0,0,0,0,-34.571149600000005,-58.4232966
23390,Belgrano,97500.0,38.0,2565.7894736842104,1.0,0,0,0,0,0,1,-34.5613068878,-58.4675225244
23397,Belgrano,118000.0,39.0,2744.1860465116283,1.0,0,1,1,0,0,1,-34.561145,-58.4658803
23407,Belgrano,172640.0,43.0,4014.883720930232,1.0,0,1,1,1,0,0,-34.5618075,-58.4674306
23408,Caballito,120000.0,37.0,3243.243243243244,1.0,0,1,1,1,0,0,-34.62818,-58.429483
23412,Belgrano,415000.0,140.0,2804.054054054054,5.0,1,1,0,0,0,0,-34.56454,-58.451329
23413,Palermo,285000.0,103.0,2590.909090909091,3.0,1,0,0,0,0,0,-34.584077,-58.41904
23424,Caballito,110000.0,47.0,2244.8979591836733,3.0,0,0,0,0,0,0,-34.6145023,-58.4338956
23437,Caballito,235000.0,90.0,2397.959183673469,3.0,1,1,0,0,0,0,-34.621373600000005,-58.4425973
23483,Palermo,310000.0,103.0,2897.196261682243,4.0,0,1,0,0,0,0,-34.5845078,-58.417173
23524,Caballito,165000.0,63.0,2619.0476190476197,3.0,1,1,1,1,0,0,-34.614571999999995,-58.442924
23541,Palermo,1190000.0,288.0,4131.944444444444,5.0,1,1,0,0,0,0,-34.576479,-58.41194599999999
23542,Caballito,149000.0,75.0,1986.6666666666667,3.0,0,0,0,0,0,0,-34.620807,-58.440519
23543,Caballito,170000.0,88.0,1931.8181818181815,3.0,0,0,0,0,0,0,-34.619753,-58.43679399999999
23637,Palermo,670000.0,180.0,3350.0,4.0,0,1,0,1,0,0,-34.57395220000001,-58.42290429999999
23650,Palermo,235000.0,58.0,3560.606060606061,2.0,1,1,1,0,0,1,-34.5988696,-58.4175059
23659,Belgrano,125900.0,45.0,2375.471698113208,3.0,0,0,0,0,0,0,-34.557425,-58.4559446
23665,Caballito,145000.0,60.0,2416.6666666666665,3.0,0,0,0,0,0,0,-34.6135903,-58.4544029
23671,Palermo,600000.0,100.0,6000.0,2.0,1,1,0,0,0,0,-34.581897600000005,-58.4242754
23692,Belgrano,187000.0,56.0,3339.285714285714,1.0,1,1,0,0,0,1,-34.561377571,-58.4676512705
23697,Belgrano,163000.0,56.0,2910.714285714286,1.0,1,0,0,0,0,1,-34.5615189373,-58.4672435747
23700,Belgrano,255000.0,84.0,3035.714285714286,2.0,1,1,0,0,0,1,-34.5614482542,-58.4674152361
23704,Belgrano,210000.0,75.0,2100.0,3.0,1,0,0,0,0,0,-34.557719635,-58.4446701036
23716,Palermo,765000.0,150.0,5100.0,4.0,0,1,0,1,0,0,-34.57736729999999,-58.4225964
23764,Belgrano,125000.0,50.0,2358.490566037736,3.0,1,0,0,0,0,0,-34.561384000000004,-58.462775
23778,Palermo,315000.0,104.0,2943.9252336448603,3.0,0,1,0,0,0,0,-34.5845078,-58.417173
23791,Belgrano,740000.0,270.0,2466.6666666666665,3.0,1,1,1,0,0,0,-34.56568729999999,-58.45128929999999
23797,Palermo,315000.0,104.0,2943.9252336448603,4.0,0,1,0,0,0,0,-34.5845078,-58.417173
23827,Palermo,128000.0,50.0,2560.0,3.0,0,0,0,0,0,0,-34.5831236,-58.4072877
23829,Belgrano,290000.0,87.0,3118.2795698924733,4.0,1,1,0,0,0,0,-34.5657804,-58.4399182
23832,Belgrano,175000.0,55.0,2966.101694915254,2.0,1,1,1,1,0,0,-34.55611210000001,-58.4610515
23833,Belgrano,210000.0,55.0,3559.322033898305,2.0,1,1,1,1,0,0,-34.55611210000001,-58.4610515
23862,Belgrano,1140000.0,280.0,3800.0,5.0,1,1,0,1,0,0,-34.5638911,-58.4454154
23923,Palermo,162000.0,42.0,3521.7391304347825,1.0,0,1,0,1,0,0,-34.571149600000005,-58.4232966
23927,Caballito,130000.0,47.0,2407.4074074074074,1.0,1,0,1,1,0,0,-34.6277684,-58.4323427
23931,Belgrano,255000.0,73.0,3000.0,3.0,1,0,0,0,0,0,-34.5652883,-58.460861
23932,Belgrano,295000.0,90.0,2950.0,2.0,1,1,0,0,0,0,-34.5627653838,-58.4602859921
23946,Caballito,107000.0,44.0,2140.0,2.0,0,0,0,0,0,1,-34.6209278,-58.44587360000001
23956,Belgrano,419000.0,94.0,3990.476190476191,3.0,1,1,1,1,0,0,-34.5592467,-58.4445844
23966,Caballito,190000.0,79.0,2235.294117647059,3.0,0,0,0,0,0,0,-34.6084891,-58.4479086
23967,Caballito,68000.0,26.0,2428.5714285714284,1.0,0,0,0,0,0,0,-34.6089520963,-58.4437866873
23975,Palermo,649000.0,132.0,4635.714285714285,3.0,1,1,0,1,0,0,-34.571149600000005,-58.4232966
23978,Belgrano,490000.0,180.0,2722.222222222222,4.0,1,1,0,0,0,0,-34.56392460000001,-58.4408039
23979,Belgrano,115000.0,40.0,2613.6363636363635,2.0,1,0,0,0,0,0,-34.5570011,-58.44584010000001
23980,Belgrano,135000.0,43.0,2755.1020408163267,2.0,1,0,0,1,0,1,-34.5620844,-58.4566864
23982,Belgrano,210000.0,75.0,2100.0,3.0,1,0,0,0,0,0,-34.557719635,-58.4446701036
23986,Caballito,96000.0,50.0,1684.2105263157896,2.0,1,0,0,0,0,0,-34.6209278,-58.44587360000001
24002,Belgrano,124000.0,45.0,2384.615384615385,2.0,1,1,0,0,0,1,-34.56108,-58.465821
24062,Belgrano,175000.0,70.0,2333.333333333333,3.0,1,0,0,0,0,0,-34.552609600000004,-58.4570213
24063,Belgrano,565000.0,160.0,3192.090395480225,3.0,1,1,0,1,0,0,-34.5604658,-58.45241729999999
24088,Caballito,430000.0,171.0,2375.690607734807,3.0,1,1,0,0,0,0,-34.626719200000004,-58.4429415
24089,Caballito,107100.0,40.0,2677.5,3.0,1,0,0,1,0,0,-34.6254804,-58.451668700000006
24090,Caballito,147000.0,46.0,2041.666666666667,3.0,1,1,0,1,0,0,-34.6254804,-58.451668700000006
24092,Palermo,89000.0,29.0,2617.6470588235293,1.0,1,1,0,0,0,1,-34.5954752,-58.4192819
24129,Belgrano,170000.0,59.0,2500.0,2.0,1,0,1,0,0,0,-34.5551746,-58.45561230000001
24166,Belgrano,125000.0,52.0,2403.846153846154,2.0,1,1,0,1,0,1,-34.56109,-58.465921
24290,Palermo,640000.0,125.0,3615.819209039548,3.0,1,1,1,1,0,0,-34.5742679,-58.4326958
24320,Caballito,112000.0,42.0,2382.978723404255,1.0,1,0,1,0,0,1,-34.6254344,-58.4478931
24348,Palermo,215000.0,50.0,3071.428571428572,2.0,1,1,0,1,0,0,-34.5995921,-58.4149336
24353,Belgrano,269000.0,105.0,2445.454545454545,3.0,1,1,0,0,0,0,-34.5620844,-58.4566864
24367,Caballito,140000.0,50.0,2592.592592592593,3.0,0,0,0,0,0,0,-34.6209278,-58.44587360000001
24372,Belgrano,148000.0,45.0,2551.7241379310344,2.0,0,0,1,1,0,1,-34.5617765,-58.4671293
24376,Belgrano,450000.0,127.0,3543.307086614173,3.0,1,1,0,0,0,0,-34.5617123,-58.4513509
24393,Belgrano,850000.0,207.0,3695.652173913044,4.0,1,1,1,0,0,0,-34.5627893429,-58.4425948725
24431,Palermo,193600.0,69.0,2805.7971014492755,2.0,1,1,0,1,0,1,-34.585083000000004,-58.441665
24468,Palermo,220000.0,67.0,3283.582089552239,3.0,0,0,0,0,0,1,-34.587174,-58.421677
24476,Belgrano,128000.0,55.0,2327.2727272727275,3.0,0,0,0,0,0,0,-34.558890000000005,-58.4509
24505,Palermo,135000.0,61.0,2213.1147540983607,3.0,1,0,0,0,0,0,-34.5757238327,-58.4407644355
24521,Belgrano,800000.0,130.0,6153.846153846153,3.0,0,0,1,1,0,0,-34.5523409,-58.43798220000001
24526,Palermo,58000.0,25.0,2320.0,2.0,0,0,0,0,0,0,-34.5966685,-58.42310500000001
24539,Caballito,235000.0,70.0,2865.853658536585,3.0,1,0,0,0,0,0,-34.6209901506,-58.4322014007
24557,Palermo,84000.0,30.0,2800.0,2.0,0,0,0,0,0,0,-34.5885973,-58.4214946
24558,Palermo,514000.0,361.0,1423.8227146814404,2.0,0,0,1,0,0,0,-34.586328,-58.417815
24565,Caballito,158700.0,41.0,3306.25,2.0,1,0,0,0,0,0,-34.6278235,-58.4487408
24566,Caballito,239800.0,68.0,3197.333333333333,3.0,1,0,0,0,0,0,-34.6278235,-58.4487408
24567,Caballito,459500.0,106.0,3646.8253968253966,4.0,0,0,0,0,0,0,-34.6278235,-58.4487408
24623,Palermo,95000.0,42.0,2261.904761904762,2.0,1,0,0,0,0,0,-34.588527,-58.434284
24760,Caballito,205000.0,92.0,2050.0,2.0,1,0,0,0,0,0,-34.611487,-58.4316713
24871,Caballito,75000.0,37.0,2027.027027027027,2.0,0,0,0,0,0,0,-34.6094162,-58.45573639999999
24904,Palermo,152000.0,62.0,2451.612903225807,2.0,0,0,0,0,0,0,-34.571149600000005,-58.4232966
24962,Palermo,289000.0,56.0,5160.714285714285,2.0,0,0,0,0,0,0,-34.5776745,-58.4243552
25043,Palermo,119000.0,40.0,2586.9565217391305,1.0,0,0,0,0,0,0,-34.5751278179,-58.4382838981
25072,Palermo,440000.0,110.0,4000.0,3.0,0,1,0,1,0,0,-34.580056,-58.4415944
25113,Belgrano,260000.0,94.0,2600.0,3.0,1,0,0,0,0,0,-34.56767070000001,-58.432624
25114,Caballito,184000.0,60.0,2875.0,3.0,1,1,0,0,0,0,-34.6158868523,-58.4395629706
25115,Caballito,184000.0,60.0,2875.0,3.0,1,1,0,0,0,0,-34.6158868523,-58.4395629706
25117,Caballito,247425.0,75.0,3054.6296296296296,3.0,0,1,0,1,0,0,-34.6272681,-58.4404348
25121,Palermo,85000.0,33.0,2428.5714285714284,1.0,1,0,0,0,0,0,-34.5927492,-58.4161061
25143,Palermo,220000.0,90.0,2315.7894736842104,4.0,0,0,0,0,0,0,-34.59760170000001,-58.421508900000006
25149,Palermo,220000.0,90.0,2315.7894736842104,4.0,0,0,0,0,0,0,-34.59760170000001,-58.421508900000006
25156,Palermo,178000.0,42.0,3560.0,2.0,1,1,0,0,0,0,-34.5758818717,-58.4197773262
25160,Palermo,198000.0,69.0,2444.444444444445,2.0,1,0,0,0,0,0,-34.5826727,-58.41211460000001
25178,Belgrano,110000.0,39.0,2156.86274509804,2.0,0,0,0,0,0,0,-34.5733541,-58.4384738
25179,Belgrano,398000.0,146.0,2397.590361445783,4.0,0,0,0,0,0,0,-34.5721386116,-58.4447929024
25180,Palermo,115000.0,40.0,2875.0,2.0,0,0,0,0,0,0,-34.5755557875,-58.4305530251
25183,Belgrano,105000.0,43.0,2441.860465116279,2.0,0,0,0,0,0,0,-34.5732775,-58.4450225
25189,Palermo,780000.0,186.0,4041.450777202073,4.0,1,0,0,0,0,0,-34.58139970000001,-58.4033468
25190,Palermo,330000.0,112.0,2704.918032786885,3.0,1,1,0,0,0,0,-34.583276299999994,-58.403119200000006
25201,Belgrano,94000.0,34.0,2540.5405405405404,1.0,0,0,0,0,0,0,-34.554345,-58.46040840000001
25212,Belgrano,210000.0,80.0,2470.5882352941176,3.0,1,0,0,0,0,0,-34.557288,-58.4438815
25258,Palermo,229000.0,80.0,2862.5,3.0,0,0,0,0,0,0,-34.5928574,-58.4133745
25329,Caballito,92000.0,42.0,1957.4468085106384,2.0,1,0,0,0,0,0,-34.6081031,-58.4439718
25335,Caballito,95000.0,35.0,2435.897435897436,1.0,1,0,0,0,0,1,-34.6081152,-58.4387156
25340,Caballito,175000.0,75.0,2333.333333333333,3.0,0,0,0,0,0,0,-34.6235642986,-58.4484406209
25347,Belgrano,175000.0,38.0,3888.888888888889,2.0,1,1,1,1,0,0,-34.556112899999995,-58.464589
25364,Belgrano,649000.0,204.0,2897.3214285714284,4.0,1,1,1,1,0,0,-34.5647333,-58.4379927
25402,Belgrano,165000.0,42.0,3113.2075471698117,2.0,1,1,1,0,0,0,-34.5546333,-58.46739520000001
25403,Belgrano,159000.0,42.0,3000.0,2.0,1,1,1,0,0,0,-34.5546333,-58.46739520000001
25408,Belgrano,108000.0,33.0,2918.918918918919,1.0,0,0,1,1,0,0,-34.553473700000005,-58.4540257
25415,Belgrano,245000.0,88.0,2634.4086021505373,2.0,1,1,0,0,0,0,-34.5662432,-58.454525
25419,Belgrano,350000.0,92.0,3500.0,3.0,1,0,0,0,0,0,-34.5637055749,-58.449687843
25421,Belgrano,330000.0,148.0,1843.5754189944128,3.0,1,0,0,0,0,0,-34.5769600004,-58.461612908
25422,Belgrano,265000.0,68.0,3581.081081081081,3.0,0,0,0,0,0,0,-34.5710115448,-58.4330173669
25423,Belgrano,150000.0,42.0,3571.428571428572,2.0,0,0,0,0,0,0,-34.569027477199995,-58.4470182068
25424,Belgrano,620000.0,215.0,2695.6521739130435,3.0,1,1,0,0,0,0,-34.5635870222,-58.4495977532
25554,Palermo,375000.0,75.0,4518.072289156626,3.0,0,1,0,1,0,0,-34.5735458,-58.41790200000001
25779,Caballito,362000.0,98.0,3290.909090909091,4.0,1,1,0,0,0,0,-34.6243686,-58.43772120000001
25780,Caballito,139000.0,55.0,2014.4927536231885,3.0,0,0,0,0,0,0,-34.6222578,-58.43804870000001
25781,Belgrano,120000.0,38.0,3157.894736842105,2.0,0,0,0,0,0,0,-34.55509779999999,-58.4597688
25783,Caballito,315000.0,98.0,2282.608695652174,4.0,0,1,0,0,0,0,-34.6262776,-58.4308536
25787,Caballito,210000.0,68.0,2763.157894736842,3.0,1,0,0,0,0,0,-34.615933899999995,-58.43799739999999
25788,Palermo,79000.0,38.0,2078.9473684210525,1.0,0,0,0,0,0,0,-34.5787530721,-58.4239351058
25798,Palermo,600000.0,179.0,3351.95530726257,3.0,0,1,0,0,0,0,-34.588792,-58.431151
25813,Belgrano,165000.0,80.0,2062.5,3.0,1,0,0,1,0,0,-34.559161,-58.472309
25823,Palermo,85000.0,26.0,3269.230769230769,1.0,0,0,0,0,0,1,-34.579747,-58.428415
25825,Caballito,112000.0,50.0,2240.0,2.0,1,0,1,0,0,1,-34.604901,-58.461771
25826,Palermo,98000.0,37.0,2648.6486486486488,1.0,1,0,0,0,0,1,-34.579924,-58.428426
25957,Belgrano,460000.0,128.0,3593.75,3.0,0,1,0,0,0,0,-34.5562985,-58.4470924
25960,Palermo,103000.0,33.0,3121.212121212121,1.0,0,0,0,0,0,0,-34.5815217015,-58.4329122429
25979,Palermo,230000.0,72.0,1885.2459016393443,2.0,1,0,0,0,0,0,-34.597189219,-58.4171597058
26021,Palermo,390000.0,220.0,1645.5696202531649,3.0,1,1,0,0,0,0,-34.5824159,-58.420049
26023,Palermo,870000.0,193.0,4350.0,5.0,1,0,0,1,0,0,-34.5793545,-58.4081786
26024,Palermo,1997000.0,320.0,6240.625,5.0,1,1,0,0,0,0,-34.5735458,-58.41790200000001
26027,Palermo,339000.0,90.0,3390.0,3.0,0,1,0,0,0,0,-34.5915368065,-58.4110871846
26031,Palermo,145000.0,45.0,2685.1851851851848,2.0,0,0,0,0,0,0,-34.571149600000005,-58.4232966
26034,Palermo,997000.0,160.0,6231.25,4.0,1,1,0,0,0,0,-34.5735458,-58.41790200000001
26045,Palermo,330000.0,129.0,2291.6666666666665,3.0,1,1,0,0,0,0,-34.5876682151,-58.41509976930001
26054,Palermo,309999.0,129.0,2152.770833333333,3.0,1,1,0,0,0,0,-34.571149600000005,-58.4232966
26099,Belgrano,195000.0,72.0,2708.333333333333,3.0,1,0,0,0,0,0,-34.56678,-58.462362
26103,Belgrano,122000.0,55.0,2218.181818181818,3.0,0,0,0,0,0,0,-34.54443610000001,-58.4635377
26115,Belgrano,1190000.0,280.0,4033.898305084746,4.0,0,1,0,0,0,0,-34.56104570000001,-58.4494072
26183,Caballito,135000.0,73.0,1849.3150684931504,3.0,0,0,0,0,0,0,-34.618291,-58.443978
26195,Palermo,249000.0,88.0,2829.5454545454545,3.0,0,0,0,0,0,0,-34.587607,-58.415422
26504,Caballito,170000.0,59.0,2881.35593220339,1.0,1,1,0,0,0,0,-34.6164248525,-58.4401444015
26601,Caballito,84000.0,33.0,2545.454545454545,1.0,0,0,0,0,0,0,-34.6190652,-58.4382125
26607,Caballito,140000.0,90.0,1555.5555555555554,1.0,0,0,1,1,0,1,-34.62137620000001,-58.4222105
26627,Caballito,160000.0,68.0,2352.9411764705883,3.0,0,0,0,0,0,0,-34.614076000000004,-58.439984
26629,Caballito,295000.0,95.0,3105.2631578947367,3.0,1,1,0,0,0,0,-34.620442,-58.431011
26657,Caballito,290000.0,141.0,1676.300578034682,4.0,1,1,0,0,0,0,-34.6181727,-58.4395113
26658,Caballito,138000.0,70.0,1916.666666666667,3.0,1,0,0,0,0,0,-34.62381120000001,-58.4287398
26659,Caballito,148000.0,70.0,1897.4358974358963,3.0,1,0,0,0,0,0,-34.622288899999994,-58.4291941
26675,Palermo,130200.0,65.0,1648.1012658227844,1.0,1,1,0,1,0,1,-34.588481,-58.438827
26714,Palermo,169000.0,45.0,3072.7272727272725,1.0,1,1,0,0,0,0,-34.5901642656,-58.4201948847
26715,Belgrano,950000.0,180.0,3518.518518518519,3.0,1,1,1,0,0,0,-34.6264994359,-58.3595912946
26717,Belgrano,159000.0,46.0,2890.909090909091,3.0,1,1,0,0,0,0,-34.5540795,-58.455048100000006
26768,Palermo,1420000.0,246.0,5772.357723577235,5.0,1,1,1,1,0,0,-34.577451,-58.400402
26769,Caballito,169000.0,88.0,1920.4545454545453,4.0,1,0,0,0,0,0,-34.616557,-58.448055
26779,Belgrano,235000.0,80.0,2937.5,3.0,1,1,1,0,0,0,-34.562626,-58.467972
26783,Caballito,140625.0,56.0,2511.160714285714,2.0,0,1,1,1,0,0,-34.60674,-58.442999
26784,Caballito,143208.0,56.0,2557.285714285714,2.0,0,1,1,1,0,0,-34.606669000000004,-58.44304200000001
26785,Caballito,220396.0,86.0,2562.7441860465115,3.0,0,1,1,1,0,0,-34.606669000000004,-58.44304200000001
26786,Caballito,146050.0,58.0,2518.103448275862,2.0,0,1,1,1,0,0,-34.599947,-58.4447
26787,Caballito,339925.0,136.0,2499.448529411765,3.0,0,1,1,1,0,0,-34.60675,-58.44301
26799,Belgrano,189000.0,74.0,2554.054054054054,2.0,0,1,1,1,0,0,-34.560736,-58.464711
26811,Palermo,420000.0,111.0,3783.783783783784,4.0,1,0,0,0,0,0,-34.591301,-58.412848
26813,Belgrano,215000.0,76.0,2828.9473684210525,3.0,1,1,0,0,0,0,-34.5596848846,-58.4641009146
26818,Palermo,210000.0,40.0,4772.727272727273,1.0,1,0,0,1,0,0,-34.5693392,-58.43134570000001
26953,Palermo,120000.0,42.0,2857.142857142857,1.0,1,1,1,0,0,0,-34.571149600000005,-58.4232966
26955,Belgrano,370000.0,150.0,2466.6666666666665,4.0,1,1,0,0,0,0,-34.557736,-58.45343199999999
26956,Belgrano,749000.0,221.0,3389.140271493213,4.0,1,1,0,0,0,0,-34.563174,-58.444516
26958,Palermo,110000.0,30.0,3333.333333333333,1.0,1,0,0,0,0,0,-34.5774899,-58.4228822
26972,Caballito,260000.0,99.0,2342.3423423423424,4.0,0,0,1,0,0,0,-34.614859499999994,-58.42838199999999
26978,Palermo,121742.0,41.0,2969.317073170732,1.0,0,0,0,0,0,0,-34.5893463933,-58.40711751520001
26987,Caballito,235000.0,72.0,2797.619047619048,3.0,1,0,0,0,0,0,-34.621019200000006,-58.4322815
26988,Belgrano,795000.0,240.0,3057.692307692308,5.0,0,1,0,0,0,0,-34.5619883,-58.447014
27013,Caballito,78000.0,40.0,1950.0,2.0,1,0,0,0,0,0,-34.6209278,-58.44587360000001
27039,Belgrano,280000.0,75.0,3544.3037974683543,3.0,0,1,1,1,0,0,-34.554480600000005,-58.4508753
27042,Belgrano,248000.0,100.0,2066.6666666666665,3.0,1,0,0,0,0,0,-34.560428,-58.46101899999999
27060,Belgrano,115000.0,36.0,2875.0,1.0,1,0,0,0,0,0,-34.563126700000005,-58.4629907
27080,Belgrano,235000.0,92.0,2259.615384615385,3.0,1,0,0,0,0,0,-34.559815,-58.4600603
27136,Belgrano,620000.0,218.0,2844.0366972477063,6.0,1,1,0,0,0,0,-34.563135,-58.449997
27137,Caballito,165000.0,67.0,2462.686567164179,2.0,1,0,1,0,0,1,-34.617078,-58.445013
27138,Caballito,86000.0,41.0,2097.560975609756,1.0,1,1,1,0,0,0,-34.636179,-58.439476
27139,Caballito,95000.0,42.0,2261.904761904762,2.0,1,1,1,0,0,0,-34.636179,-58.439476
27143,Palermo,110000.0,38.0,2894.736842105264,1.0,1,0,1,0,0,1,-34.586822,-58.43897800000001
27270,Palermo,185000.0,65.0,1608.695652173913,2.0,1,0,0,0,0,0,-34.576818076100004,-58.4314841333
27276,Belgrano,480000.0,98.0,4897.959183673469,3.0,1,1,1,1,0,0,-34.554218,-58.4363396
27278,Palermo,800000.0,153.0,5228.75816993464,2.0,0,1,0,0,0,0,-34.5855555,-58.4099247
27288,Palermo,300000.0,90.0,3157.894736842105,3.0,1,0,0,0,0,0,-34.5940583,-58.4146269
27305,Palermo,290000.0,70.0,4142.857142857143,3.0,1,1,0,1,0,0,-34.5648075,-58.4370782
27343,Palermo,390000.0,116.0,3250.0,2.0,0,1,0,1,0,0,-34.5730069,-58.41910350000001
27350,Belgrano,290000.0,70.0,4142.857142857143,3.0,1,1,0,1,0,0,-34.5648075,-58.4370782
27362,Caballito,75000.0,35.0,2142.8571428571427,2.0,0,0,0,0,0,0,-34.626439899999994,-58.4473358
27385,Belgrano,270000.0,105.0,2213.114754098361,4.0,1,1,0,0,0,0,-34.5725456,-58.4608537
27387,Caballito,138000.0,60.0,2123.076923076923,2.0,1,0,1,0,0,0,-34.6209368,-58.4446544
27392,Belgrano,99500.0,36.0,2763.8888888888887,1.0,1,0,1,1,0,0,-34.563174,-58.465457
27429,Belgrano,194000.0,86.0,2255.813953488372,1.0,1,1,0,1,0,0,-34.564317,-58.45653000000001
27430,Belgrano,107000.0,38.0,2815.7894736842104,1.0,0,1,0,1,0,0,-34.564511,-58.456509
27431,Belgrano,96000.0,31.0,3096.7741935483878,1.0,0,1,0,1,0,0,-34.564494,-58.45653000000001
27432,Belgrano,118000.0,44.0,2681.818181818182,1.0,0,1,0,1,0,0,-34.564246000000004,-58.456509
27433,Belgrano,103000.0,34.0,3029.4117647058824,1.0,0,1,0,1,0,0,-34.564299,-58.456444
27434,Belgrano,106000.0,35.0,3028.5714285714284,1.0,0,1,0,1,0,0,-34.564317,-58.456444
27435,Belgrano,147000.0,38.0,3868.4210526315783,1.0,0,1,0,1,0,0,-34.564335,-58.456466000000006
27436,Belgrano,209000.0,58.0,3603.448275862069,1.0,0,1,0,1,0,0,-34.564458,-58.456509
27437,Belgrano,162000.0,45.0,3600.0,1.0,0,1,0,1,0,0,-34.564122999999995,-58.45653000000001
27438,Belgrano,101000.0,35.0,2885.714285714286,1.0,0,1,0,1,0,0,-34.564317,-58.456444
